id,name,rating,about,address,price_range,cuisines,features,preferences,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,img1_url,img2_url,img3_url
212,Soirée Music Bar And Dining,5.0,"Soirée, Jl. Mawun No.raya, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Kuta, Lombok 83573 Indonesia","Soirée, Jl. Mawun No.raya, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Kuta, Lombok 83573 Indonesia",$$-$$$,"['American', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Cafes for Families in Kuta']","['Breakfast, Lunch, DinnerAmerican, Bar, Pizza, Asian, Pub, Dining bars', 'Breakfast, Lunch, Dinner', 'American, Bar, Pizza, Asian, Pub, Dining bars']","['great food', 'lombok']",7:00 AM - 11:45 PM,7:00 AM - 11:45 PM,7:00 AM - 11:45 PM,7:00 AM - 11:45 PM,7:00 AM - 11:45 PM,7:00 AM - 11:45 PM,7:00 AM - 11:45 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/2d/9f/75/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/2d/9f/76/caption.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/2d/ab/8a/caption.jpg?w=900&h=500&s=1
213,Taliwang Khas Pak Udin,4.1,"Jl. Gelatik no. 2B - Cakranegara, Mataram, Lombok 83229 Indonesia","Jl. Gelatik no. 2B - Cakranegara, Mataram, Lombok 83229 Indonesia",$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['HalalLunch, DinnerTable Service, Takeout', 'Lunch, Dinner', 'Table Service, Takeout']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/bc/7b/5b/taliwang-khas-pak-udin.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fc/a5/ec/20181009-194750-largejpg.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/40/bb/e5/20190709-193501-largejpg.jpg?w=900&h=500&s=1
214,Ana Warung,4.0,"Gili Meno North, Pemenang, West Nusa Tenggara Indonesia","Gili Meno North, Pemenang, West Nusa Tenggara Indonesia",$,"['Seafood', 'Asian']","['Vegetarian friendly, Vegan optionsAccepts Credit CardsBreakfast, Lunch, Dinner, Brunch, Late Night', 'Vegetarian friendly, Vegan options', 'Breakfast, Lunch, Dinner, Brunch, Late Night']","['juice', 'nice view', 'gili', 'island']",Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/a3/f5/1c/photo3jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9a/f3/ff/ana-warung.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/3c/95/a5/ana-warung.jpg?w=900&h=500&s=1
215,Chili Bar & Segar,4.8,"Beach restaurant and bar on the East side of Gili Air. Open for breakfast and lunch. Indonesian, Mexican and western food options. Recommended spot for snorkeling with lots of turtles, colorful fish and beautiful corals.","Sunrise Beach, Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['Mexican', 'American']","['Vegetarian friendly, Vegan optionsCash OnlyBreakfast, Lunch, Dinner, Drinks', 'Vegetarian friendly, Vegan options', 'Breakfast, Lunch, Dinner, Drinks']","['comfortable daybeds', 'beach', 'gear']",8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/15/82/24/chicken-avocado-burrito.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/19/d0/30/the-original-burger-with.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/26/58/ac/chicken-schnitzel-burger.jpg?w=900&h=500&s=1
216,Kokok Pletok Restaurant at Hotel Tugu Lombok,4.4,"One of Lombok’s best restaurant, Kokok Pletok Restaurant serves Asian-tinged fine international cuisine, as well as authentic Indonesian cuisine for which Tugu is renown for. The restaurant also prides itself in personalized service in catering whatever it is desired by the guests and is able to follow any dietary restrictions. Guests are able to dine casually as they lounge around the expansive ground or request a more formal, romantic setting.","Lombok Strait, Lombok Indonesia",$$$$,"['Asian', 'Indonesian', 'Healthy Restaurants in Lombok', 'Arabic Restaurants in Lombok']","['Vegetarian friendlyLunch, Dinner, BrunchTable Service', 'Lunch, Dinner, Brunch']","['delicious food', 'menus', 'beach', 'bbq']",Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/0b/ea/8c/kokok-pletok-restaurant.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/7e/90/cf/breakfast-on-the-beach.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/7e/90/a2/breakfast.jpg?w=700&h=400&s=1
217,Seafood Laguna,4.5,"One Stop Seafood Restaurant in Lombok Island, Lobster, Scallop, Mussels, Fish, Squid, Prawn, Crab, Duck, Chicken, Lamb, Octopus, Cockles, and vegetarian menu. We receive daily deliveries of fresh seafood and have a friendly and knowledgeable staff to help you with any questions or preparation needs you may have.","Jl. Yos Sudarso no. 25, Mataram, Lombok 83112 Indonesia",$,"['Italian', 'Japanese', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['Lunch, Dinner, Late Night, DrinksDelivery, Table Service, TakeoutSeating', 'Lunch, Dinner, Late Night, Drinks', 'Delivery, Table Service, Takeout']",[],11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,2:00 PM - 11:00 PM,11:00 AM - 11:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d3/f9/f2/one-stop-seafood-restaurant.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d4/00/55/one-stop-seafood-restaurant.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d3/ef/e8/scallops.jpg?w=900&h=500&s=1
218,Fish Bones Warung,4.2,we serve BBQ and lombok traditional foods in kuta town,"Jl. Raya Kuta, Kuta, Lombok 83573 Indonesia",$,"['Seafood', 'Asian', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta', 'Cafes for Families in Kuta']","['FeaturesSee all featuresDinnerTable ServiceSeating', 'DinnerTable ServiceSeating', 'Dinner', 'Table Service']",['snapper'],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/08/2c/31/delicious-food.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/08/29/1f/water-spinach-sambal.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/a9/f8/c1/caption.jpg?w=900&h=500&s=1
219,Warung Plaza Senggigi,4.4,Clean Fresh & Healthy A Modern Indonesian Restaurant With Indoor ( Aircon ) & Outdoor ( Garden ) Serving Area Local Indonesian Food & Doner Kebab Drinks Comes From Our Bar Alcohol & Non-Alcoholic Welcome!,"Jl. Raya Senggigi Senggigi Komplek Plaza, B1 no. 2, Senggigi, Lombok 83355 Indonesia",$,"['Asian', 'Indonesian', 'Latin Restaurants in Senggigi', 'Pizza for Lunch in Senggigi']","['Vegetarian friendly, HalalLunch, Dinner, Late Night, DrinksDelivery, Table Service, Takeout', 'Vegetarian friendly, Halal', 'Lunch, Dinner, Late Night, Drinks', 'Delivery, Table Service, Takeout']",[],Closed,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/99/cc/26/welcome.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/eb/f9/8a/saturday-menu-vegetables.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/14/57/6d/img-20171009-wa0036-largejpg.jpg?w=900&h=500&s=1
220,Aroma Restaurant Lombok,4.0,Aroma Restaurant Lombok is one of the pioneer restaurants in Lombok that serves Chinese and Seafood since 1983.,"Jl. Palapa 1 no. 2 Cakranegara, Mataram, Lombok 83231 Indonesia",$$ - $$$,"['Chinese', 'Seafood', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Cash Only, Accepts credit cards: Mastercard, VisaLunch, DinnerTable Service, Takeout', 'Cash Only, Accepts credit cards: Mastercard, Visa', 'Lunch, Dinner', 'Table Service, Takeout']",[],10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/93/f6/19/house-specialty-s-fried.jpg?w=400&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/93/f6/2f/prawns-with-sweet-savory.jpg?w=800&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/93/f6/01/fish-soup.jpg?w=800&h=500&s=1
221,Taliwang Alam Nyaman,4.0,"Ayam Taliwang is made with chicken (preferably free range), which is cut and cleaned prior to grilling. Once it has been grilled halfway, it is removed from the grill and tenderized with a pestle. It is then dipped in cooking oil; after several seconds in the oil, it is put in a spicy sauce of garlic, chili, and shrimp paste. It is then fried or grilled to order. thanks","Jl. Adi Sucipto No.15A, Mataram, Lombok 83511 Indonesia",$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Delis for Lunch in Mataram', 'Pizza for Lunch in Mataram']","['HalalLunch, DinnerTable Service, Takeout', 'Lunch, Dinner', 'Table Service, Takeout']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/04/2c/3d/makasar.jpg?w=800&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/68/31/d0/photo0jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ef/d8/88/taliwang-alam-nyaman.jpg?w=800&h=400&s=1
222,Ayam Taliwang Raya,4.0,"Jl. Ade Irma Suryani no. 20, Mataram, Lombok Indonesia","Jl. Ade Irma Suryani no. 20, Mataram, Lombok Indonesia",$$ - $$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['HalalLunch, DinnerTakeout', 'Lunch, Dinner']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/48/9b/79/suasana-di-taliwang-raya.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/87/00/1f/ayam-taliwang-raya.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/61/41/7b/photo0jpg.jpg?w=900&h=500&s=1
223,Bambu Beach Restaurant & Bar,4.7,"Bambu beach Bar & Kitchen is a beach restaurant situated in the north side of Gili Air. We offer International and Indonesian food. Most of our products are homemade everyday. You can come for breakfast, lunch, diner or just to relax on our beach and enjoy a nice cocktail on our beach. Our swimming pool is also situated on the beach and is open for our restaurant customers.","Bambu Cottages, Pemenang, West Nusa Tenggara 83352 Indonesia",$$ - $$$,"['International', 'Asian']","['Breakfast, Lunch, Dinner, Brunch, DrinksTable ServiceSeating', 'Breakfast, Lunch, Dinner, Brunch, Drinks']",['sea'],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f7/29/bf/getlstd-property-photo.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0f/19/3a/lunch-on-our-beach.jpg?w=600&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0f/19/5a/veggie-platter.jpg?w=700&h=400&s=1
224,Neo Kuta Kitchen,5.0,"Its the place where hungry people meet good food. We might not be the healthiest nor the prettiest, but we got the taste.","Jl. Raya Kuta No.999, Kuta, Lombok 83573 Indonesia",$,"['International', 'Asian', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta']","['Breakfast, Lunch, Dinner, Brunch, Drinks', 'Delivery, Drive Thru, Family style, Table Service, Takeout']","['dishes', 'taste']",8:00 AM - 10:00 PM,Closed,10:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/81/46/2c/kuta-laksa.jpg?w=800&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/81/43/a4/lomie-mie-kangkung-meatballs.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/81/44/06/kuta-laksa-light-curry.jpg?w=900&h=500&s=1
225,Alam Karang Restaurant,4.9,"Alam Karang Hotel, Pemenang, West Nusa Tenggara 83365 Indonesia","Alam Karang Hotel, Pemenang, West Nusa Tenggara 83365 Indonesia",$$ - $$$,"['Seafood', 'Mediterranean']","['Vegan optionsBreakfast, Lunch, DinnerTable Service', 'Breakfast, Lunch, Dinner']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/41/b5/01/20190120-083105-largejpg.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/66/ad/ab/photo1jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/ef/86/ac/caption.jpg?w=900&h=500&s=1
226,H2O Boat House Restaurant & Coffee Shop,4.9,"Vegan, Vegetarian, Gluten-Free Restaurant & Coffee Shop. Open every day 7:30am - 9:00pm. Healthy delicious breakfast, lunch & dinner options. Fruit museli, banana pancakes, scrambled pesto tofu, smoothie bowls, spinach & feta omelettes. Wraps, jackfruit burgers, pumpkin gnocchi, pizzas, a variety of local dishes. Salted date caramel banana bread & other fresh-baked sweet treats.","108A Buddha Way, Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['Cafe', 'International']","['Vegetarian friendly, Vegan options, Gluten free options', 'Breakfast, Lunch, Dinner, Brunch, Drinks']",[],7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f6/f4/db/pancakes.jpg?w=800&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f6/f4/b0/falafel.jpg?w=800&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/f9/d2/photo0jpg.jpg?w=900&h=500&s=1
227,Santorini Greek Restaurant Gili Air,4.2,"Gili Air Santorini Resort Gili Air, Lombok 83352 Indonesia","Gili Air Santorini Resort Gili Air, Lombok 83352 Indonesia",$$ - $$$,"['Mediterranean', 'Greek', 'Healthy Restaurants in Lombok', 'Arabic Restaurants in Lombok']","['Lunch, DinnerTable ServiceSeating', 'Lunch, Dinner']","['moussaka', 'amazing food', 'beach']",Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/77/30/92/caption.jpg?w=800&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/ee/06/76/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/e1/71/5a/caption.jpg?w=900&h=500&s=1
228,Ramen Otaku,5.0,,"Jl. Raya Kuta, Kuta, Lombok 83573 Indonesia",$$-$$$,"['Japanese', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta']","['Lunch, DinnerJapanese', 'Lunch, Dinner']",[],12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/12/c9/67/restaurant-tres-sympa.jpg?w=900&h=500&s=1,,
229,Nohi Restaurant,4.9,"NOHI is a Restaurant in Kuta Lombok for breakfast, brunch, lunch, coffee and delicious pastries that you will not find anywhere else. All fresh and made with love","Jl. Mawun, Kuta, Kec. Pujut, Kuta, Lombok Indonesia",$$-$$$,"['Cafe', 'Seafood', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta']","['Breakfast, Lunch, DinnerCafe, Seafood, European, Argentinean, Chilean, South American', 'Breakfast, Lunch, Dinner', 'Cafe, Seafood, European, Argentinean, Chilean, South American']","['atmosphere', 'lombok']",7:00 AM - 6:00 PM,Closed,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a4/1e/03/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/92/33/0f/fish-tacos-gluten-free.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/92/33/17/turkish-eggs.jpg?w=900&h=500&s=1
230,Tír na nÓg Restaurant,3.8,"Open since 2000, we've been providing a fun, safe and relaxed atmosphere within which to enjoy some great food and drinks. We have an extensive menu to cater for all your culinary desires, and the islands best cocktail menu. After our kitchen closes, we turn up the tempo, and have a DJ playing till close. On Wednesday nights it's our famous party, so don't miss out.","Main Strip Tir Na Nog Gili Trawangan, Pemenang, West Nusa Tenggara Indonesia",$$ - $$$,['Irish'],"['Vegetarian friendly, Vegan options', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Table Service, Takeout']","['burger', 'beef rendang']",7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ba/4f/3e/big-sporting-events.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/61/32/1b/whether-you-re-craving.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/61/32/4b/head-to-the-irish-for.jpg?w=900&h=500&s=1
231,L’osteria Restaurant Lombok,5.0,"Step into the enchanting world of L'OSTERIA Lunch Restaurant, lovingly crafted by The Lombok Lodge Hospitality. . As you step through our doors, a wave of Italian charm and hospitality washes over you, instantly transporting you to the picturesque streets of Italy. L’Osteria Lombok is more than just a restaurant; it's a culinary oasis where the essence of Italy comes to life. Nestled near the serene ocean, La Terrazza of L'Osteria Restaurant - offers the finest pizza and pasta creations, artfully prepared to perfection. Every bite carries you on a journey through Italy's rich gastronomic tradition, from delectable antipasti that tantalize your taste buds to vibrant salads that burst with freshness, and a selection of irresistible dolci that will leave you craving for more. . Daily open daily for lunch, from 11:00 am until 3:30 pm.","Jl. Oberoi Di Depan Oberoi Hotel, Tanjung, Lombok 83352 Indonesia",$$ - $$$,"['Italian', 'International']","['FeaturesSee all featuresAccepts Credit CardsLunchTakeout', 'Accepts Credit CardsLunchTakeout', 'Lunch', 'Takeout']",['lunch'],11:30 AM - 3:30 PM,11:30 AM - 3:30 PM,11:30 AM - 3:30 PM,11:30 AM - 3:30 PM,11:30 AM - 3:30 PM,11:30 AM - 3:30 PM,11:30 AM - 3:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/50/8d/34/pizza-restaurant-lombok.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/50/8d/06/indonensian-sharing-plates.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/50/8c/32/lombok-pizza-losteria.jpg?w=900&h=500&s=1
232,Tiki Jungle Pagi,4.9,"East Beach Road, Pemenang, West Nusa Tenggara Indonesia","East Beach Road, Pemenang, West Nusa Tenggara Indonesia",$,"['French', 'Mediterranean']","['Restaurant on the beach, western foodRead more', 'Restaurant on the beach, western food', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Private Dining, Table Service', 'Outdoor Seating, Seating']",[],8:00 AM - 10:30 PM,8:00 AM - 10:30 PM,8:00 AM - 10:30 PM,8:00 AM - 10:30 PM,8:00 AM - 10:30 PM,8:00 AM - 10:30 PM,8:00 AM - 10:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/84/b7/37/good-morning-gili-air.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/df/53/ac/our-clients-favourite.jpg?w=500&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/df/51/36/eat-right-on-the-sea.jpg?w=500&h=300&s=1
